Sentence,Label

 Please delete all the files from your hard drive and,2

 go ahead and send,2

 please direct any input regarding external candidates for these positions to,2

" Sue, can you make sure that Jeremy and team have a synopsis and outline of next steps.",2

" Please work w/ Darla and Mary for November, 2000",2

 Please provide me an update on the progress of the working group you have led,2

 Please review the attached balance sheet with Matt and get his sign off as,2

 take a look at it and help me identify what is causing our variances.,2

 Please notify me of any discrepancies.,2

 Please review and advise if,2

 Please communicate questions or adjustments to Jim Little or myself.,2

 If the format is OK please complete and resend to me with your view on,2

 Please print these on Enron logo only letterhead.,2

" According to my calculations, TP1 demand charges should be $1,115,826 for Nov.  Would you change that for me?",2

 can  you please review the Auto-download Program Version 1 spec and let me,2

 Please include your daytime phone number with your entry.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 please do this ASAP as I need to get back to Joe Hunter.,2

 Please review attached letter to customers ASAP.,2

" Please approve and auto route 483760,483758,483752,483755.",2

 Please make sure that Gary gets a copy of the Industrial spreadsheet.,2

" Maybe I am the one confused, but could you please call me to discuss.",2

" Could you do me a favor and, when you receive the fully executed confirms",2

 Will you make sure everyone in HR department know the deadline.,2

 Please respond to gappy@stanford.edu,2

" Therefore, please send me your comments at your earliest",2

 please add to my schedule.,2

 Please use your,2

 Please review and confirm,2

 To set up the Denver desk in TDS send a message to Bill Fortney with the,2

 Mary - pls submit an RCR.,2

" regarding early close procedures, please call Fred Tantao 299-2045, Rob",2

" Daren, can you help me with placing K's @ the below listed meters?",2

" originator on this deal is Fred Lagrasta, so please contact him (ext. 36529)",2

 Please sign me up for this course whenever Hunter is signed up.,2

 Please follow the steps below to access the new environment,2

" Please detach the attachment, combine it with the articles Gavin Dillingham",2

 Please take a moment to look at the current,2

" Please circle back with Rob and make sure that everyone is comfortable that nothing is falling through the cracks, and I will talk with Mary Kay.",2

 Please forward comments to Jerry Fox.,2

 Could you please forward this to the,2

 can you pls check on this deal,2

 Please submit your written application to Joe Thompson at the,2

 Could you send Rev 10 to Mike S?,2

 Please get with me on a time whereby I can inform the others.,2

" That is Richard Sanders call - Richard, please",2

" David, on a go forwards basis, please ensure that there is a technical sign",2

 Please review and let me know your,2

 Please mail it at your earliest convenience.,2

 PLease include me in the Houston MBA Program Information Session.,2

" Rita, Please help me with this.",2

 Please forward this to anyone I have forgotten.,2

 Please check this list to assure that this is a complete and,2

 Can you give me some suggestions?,2

 Please make all flight arrangements through the,2

 Please re-issue today.,2

 Please provide me with signed copies of the GE Consents to Assignment,2

 please list below,2

 Please approve the following change to the product description.,2

 Please give me a call to arrange the,2

 give it a try and let me know.,2

" To reserve a seat, please call Stephanie E. Taylor at",2

 Please print the attachment.,2

 Please remove her from all=,2

 Please ask Paul Simon to expedite the,2

 Please distribute to rest of Sac team.,2

 Tom can you copy this e-mail and forward to Toorey Moorer.,2

 Please remove me from your distribution list.,2

 please do a consulting agreeement with this group.,2

 then please send it back as final and we'll get it signed.,2

 Stop by and let's,2

" made to it in order to customize for the Japanese launch, could you please",2

 Please check deal no. 500771 under Pinnacle West.,2

 Get with George Z. and get this on the calendar.,2

 please reference previous section).,2

" within the Annex B.  Once you recieve this language from legal, please send",2

 please verify with West or East desk economics to ensure accuracy/consistency.,2

" When the time comes, please check your roster carefully and make sure that",2

 Please review and let me know as soon as possible if you have changes as I need to send this to the conference people today.,2

 Please put this on my calendar if you haven't already.,2

 these months so please provide me the correct transportation contract and,2

" When requesting a duplicate form, please specify the year for which you need a copy, sign your request, and include the following information",2

 Call me tommorow durring the day at,2

 Please make copies for me and put in a folder.,2

" Aha, could you provide a column including the approver.",2

 Please Kill Deal QU0208.,2

" After addressing items 1 and 2 above, could you review this entire document",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" -  Read each point, ask the group to police itself",2

 Please try to let me know ASAP whether you can play so I ca=,2

 can you please run me over when you leave for today?,2

 Please reply to this email with your answers to the questions below no later,2

" Please include the following information in the email,Without this information we cannot help you",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 please contact us immediately on,2

" time does this concert thing start, and can you get me all other directions,",2

 Please add my name to this email if you continue to send this file out.,2

 Susan,2

 Please use your,2

 1.  Could you please \,2

" Please send the info to Kay Mann, 29 Inverness Park Way, Houston, TX, 77055.",2

 Please give me a call with any questions.,2

 Please use the next week to clean up our database of delivery locations and regions currently still in Enpower.,2

" Plesase, give me a call.",2

 Please respond to \,2

 Please develop these agreements and I will call you later today or tomorrow=,2

 Can you add a flag to xcol function so that we can choose a put or call from,2

 Please shed some light here as soon as possible.,2

 Pls forward it to Kathy Ringblom in my group in Omaha.,2

" participation, so please take approximately 15 minutes and  complete the",2

 Please take a moment to review the attached memo introducing Mike Terraso's,2

" Thanks , could you call Richard to talk though approach and strategy and then",2

 Please forward me the attending names for your group with a copy to Bob by,2

 Please respond to Anjam Ahmad/LON/ECT,2

 Please direct all inquiries to OnePass@coair.com,2

" If so, can you please perform this for me so",2

" Jackie, could you email the latest version around when you get a chance?",2

 Please enroll by leaving a voice mail message at (713) 853-7181.,2

" receive them, please print two of the attached.",2

 Please take a few minutes today to provi=,2

" Terry, would you please check with all the teams to day to ensure they",2

 Please cooperate with the team if they need your assistance.,2

" Please price these 2 new units and charge them to Co. # 0413, RC # 107043.",2

 Please have this,2

 Please contact the ISC Call Center at (713) 345-4727.,2

 Please print this memo and attachment for me--I couldn't get it to print.,2

" fill out the form below and return it to us, or provide the",2

 Subject,2

" Again, please give us a call",2

 Please shout with=20,2

 Please review and provide comments prior to loading onto the EOL system.,2

 Please could you let me know if you can prepare such a document and also what,2

 I do not agree with your politics and please remove me from,2

 please add Astra Power LLC to the restricted list for the EP Blanco Avg,2

 Can you attach the term,2

" Please review relevant pages (Rate/Tariff, Cost estimate, Construction and Drawdown schedule etc.) and direct your comments to me.",2

 Please prepare execution copies and let me know if there is anything else to,2

 Can you try and do the same?,2

 Please forward the following information to colleagues who you think,2

 Please call him and confirm the,2

 Please apprise when you've completed your research with Producer Services,2

 Please review the attached-- none of our changes were accepted and I would,2

 Please print all documents,2

 Please respond to bogden,2

" Christian, could you coordinate the writing of this",2

 =01; Please mark your calendars accordingly.,2

" Rex, please proceed with the meetings.",2

 Please complete the report for 12th-16th June 2000 and return the document to,2

 Please use your,2

" Therefore, please prepare a list of site specific issues",2

 If you could please right click on the DB icon and,2

" Philip, would you please gather information about Jynell Holliday.",2

 Please give the following people access to this Database,2

 Please send in different format,2

" Brooklyn, please look this file over and let me know right away if there is",2

 Please contact me at 713-853-6898 or,2

" Please observe Enron=01,s policy.",2

 Please direct this to the proper party for signature (two originals) and then,2

" Guys, can you start working on your presentations for the offsite.",2

 Please take a moment and visit today's sponsor-,2

 Please call my assistant to set,2

" Melissa, please ensure both companies are on the same page.",2

 Could you please fax this to Heather?,2

 other people please supply them to me so I can keep everyone posted on the,2

 Please get with John,2

 please send out a short e-mail to the STCA desk.,2

 Please respond to <hamel@rice.edu>,2

" Tana, could you please prepare and arrange for execution.",2

 Please review and lets discuss your thoughts as to how this,2

" Please RSVP your attendance to my assistant, SheriJordan, via email at",2

 Could you email me the most current version (I think it was March 3)?,2

 PLEASE READ THE ATTACHED FILE (\,2

" Fred, please confirm.",2

" Toby, can you post this document for TW on the  web site under access forms?",2

 Please get with Nathan Hlavaty with,2

 Please follow the above URL to view and listen to a replay of this CERA,2

 Make sure you send these messages to Andy Edison,2

 Please roll over November 1.,2

 Please respond to khairuddin_mjaafar@petronas.com.my,2

 Please review or we will discuss at our 3,2

 Can you do this call?,2

 Pls include on the Monthly Report,2

 Please try to make it to the field by 6,2

 Therefore please could you,2

 Please schedule some time with Suzanne and who ever else she wishes to include from her business team.,2

" John, Please look into this.",2

 Could you check the work phone for Joseph Brophy.,2

 Please forward any recent changes to me for,2

 Please realize =01&conducting our business affairs in accordance with the=,2

 Please make certain that all physical positions are loaded correctly in NCD,2

 can you look to see what indenture trustee filed?,2

" Please respond no later than 10 a.m. on Wednesday, April 25.",2

 Jeff -- could you coordinate with Rosie to get the time and place nailed down?,2

 send me a fax with  signature.,2

 Please send hard copies of the change order,2

 Would you get me all the contract details on this capacity and email it to me?,2

 Please review and approve John's.,2

" Cathy, can you send the following to everyone presenting at  the offsite",2

 In your spare time (HA! HA!) will you check and let me know the earliest outstanding trade dates for the following counterparties,2

 Please submit your written application to Joe Thompson at the,2

 Please call with questions and concerns.,2

 Please review the attached non-standard discount letter to Duke Energy,2

 Please make sure you let your friend know.,2

 Please look at deal # 474762 APS for a total of 19 MWh (8+11MWh).,2

 Please save this email for future use.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Sara,2

" Jessica, can you follow up on this request pls.",2

 of you ask Tsuri (sp?) to have his new lawyer call me and Susan after Howard,2

 Could you guys look into this?,2

 Please send me a draft of the resolutions once you have,2

 Please confirm to me that Hal is fully dedicated to this,2

 Please handle this request.,2

 Please follow up on this and pursue a guaranty amendment if neccesary.,2

" Also, could you provide",2

 Can you please check,2

 Please prepare a section on each of your businesses,2

 Can you please have someone get me a copy of the Valero deal that expired,2

 Please plan on meeting,2

 Send me some of,2

" If so, could you email us a copy?",2

 Please email an id and password,2

 Can you call me today with an update?,2

 please match the following deals for jan feb and mar,2

" To remove your address from the list, send a message to",2

 Please print attachment and make sure that e,2

 y,2

 Please call Maggie Cruz at 3-1816 regarding XMS Training.,2

 Can you send me Jim's evaluation form so I can write his midyear review?,2

 Please add this book to both the AGG-GASIII and,2

 Can you help me with capacity prices on TCO to put in our pricing models?,2

 Please create a one month,2

 Please call or reply by,2

 Please respond tomorrow if possible or as soon as you get back.,2

 Please take a look at the proposed job specification created by Ben Parsons,2

 If any other newpaper publishes a summary of the same report will you please send it to me.,2

 Can you help me on this?,2

 Please call me with any questions.,2

 Please review and provide comments back PGL's,2

 call me to discuss what you currently have that would be great.,2

 Please give me a call this afternoon and let me know if you've had a chance,2

" Joe -- could you see if someone at FERC -- Hebert or Madden, might be",2

 Also to the extent that we have agreements please provide me with the address from the notice provision.,2

 please reply to this email indicating your preference.,2

" Please look at your logs and let me know the MW value, price, and who you spoke to at MPC at what time.",2

 Please complete all sections.,2

 Please review and provide any comments you may have.,2

 Please prepare a draft and send to,2

 Please provide me with a copy of the new one,2

 Please post and circulate to the team.,2

 Please hold the presses before this gets billed to us.,2

 can you get me the number of our contact at the Delano.,2

 Please use the same dial in and pass code numbers (877-232-0064;,2

 Can you please take a look at this?,2

 Please review and forward as needed to JPMorgan.,2

 Please forward a credit worksheet for AGL.,2

 Please share this information with colleagues who may find the Federal,2

 rules for the organization and the latest radio script  (Rick -please confirm,2

 Please review and give me your comments.,2

" Also, could you look at the stuff I've highlighted in yellow.",2

 Please have them correct the name \,2

" send the money collected, along with a check from Enron for the same amount,",2

 Please rewrite as you see fit.,2

" Plase call me with your comments,",2

 please follow up with this.,2

 Please print out.,2

 Call me for an update.,2

" confirmed this with Mark, please prepare a final blacklined draft for our",2

 Please reply to this message within 48 hours to complete the registration process.,2

 Could you email me the option agreement?,2

 Could you please,2

 Please respond to <kf2@andrew.cmu.edu>,2

" > >I need each of you to forward me a check for $1,071.42.",2

" Robert, please fax a copy of the letter from Jimmie Smith and the CES tax",2

" please reply to this email with your full name, phone",2

 Mark please help resolve.,2

 please make that revision and resend the document?,2

 Please call at your earliest convenience.,2

 Please take the time to become familiar with this system.,2

 Please treat this confidentially.,2

 Please call Cle at (713) 221-1314 or me at (713) 221-1131 with your comments.,2

" attend, please send me an email since I will check that later on this week.",2

 Please respond to kelly.,2

 Give me a call.,2

 Please make sure that their transfer from EES to our,2

" have a car, but would you please set up someone on your staff to meet me at",2

" To sign up for the April 18 date, please respond to this e-mail as soon as",2

" If it was a mistake to send this message to you, please forward to the",2

 Please review and share your,2

 please proceed with the loading process.,2

 Please call & I can give you Sally's available time if she needs to attend.,2

" Dan, please review the attached documents and provide your comments.",2

 Can you get EEI and cover sheet and riders to Carol,2

 Please contact Barry directly to initiate the program.,2

 Check out the latest ideas in the Idea Vault,2

 Please save all work.,2

 Please notify us,2

" As you request reimbursement for personal mileage, please use the rate of 36.5 cents per mile.",2

 Please review the attached deal for credit approval.,2

 Please review the list below of these commercial employees that report up to,2

" If you can;'t get all signatures immediately, send",2

 Please clarify -  I think you were a few million off on the Upstream Plan,2

 Can you pass this on to the next person...thanks!,2

 Per Steve Kirk and Drew Fossum please add the following in the \,2

" Per our conversation on January 2, please assign 3735/dth of available",2

 Please add Shelley Corman in GPG  to distribution lists on all California,2

 Could you please send me,2

 Dan - Could you please help me fix the definition of \,2

 Please call or email me to discuss.,2

 Could you give me a call,2

" Also please lay out a schematic of the  hardware configuration between Enron, Louisiana and AEP's offices for this solution.",2

 please get with Chris in order to update the attached Florida overview for,2

 Janet - please fax to CA for Brad's signature.,2

 PLEASE bring me a caffeine free diet coke?,2

 4.) Please make sure that all real-time deals or real-time extended deals are getting routed.,2

" Jean, per our conversation today, please add Netscape to the following users",2

 please take me off,2

" Otherwise, call me.",2

" Yes, please delete.",2

 pls circulate to the group.,2

" please put Oct 20,2000 and Dec 29, 2000 on the schedule as vacation days",2

" Please, take a look at this resume.",2

" Prior to negotiating anything on behalf of enovate, please make sure that we",2

" Please get the fill from arnold for gas,",2

 Table of Contents for II.h.  Would you please send me a copy of,2

" California,  please remove me from your e-mail and any other  lists from here",2

" agree, can you please forward a draft to me.",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Can you help me with this as we are trying to finalize the ISDA this week?,2

 Please prepare a draft ISDA pursuant to the attached worksheet.,2

 Please mention Your Priority Code of PB073EMB.,2

 Please contact Jason Peters at (713)853-9720  with your,2

" Please print, place in folder (surprise, not a binder!) labeled CRRA Fuel",2

 1.) In path confirmation workspace-please check all cut paths as \,2

" Please respond to feedbackDear Peter,",2

" Please R.S.V.P. no later than Friday, July 14 to confirm your attendance an=",2

" mike swerzbin, and can you give me the deal number that you are killing,",2

 Please print and put in binder.,2

 Please remove Greg Whalley from this distribution list.,2

 Can you please forward a copy?,2

 Can  you please ask where that rate comes from?,2

" With respect to Dynegy Canada Inc., we do have a signed ISDA Master Agreement with them; however, can you please obtain a copy from Stephanie Panus?",2

 please create a separate line item for each capex for this year.,2

 Please call me when you have a minute.,2

 Please forwad an bill to me at,2

 Jeff,2

" could send me your conference checklist I would appreciate it, so that I can",2

" Starting today, please implement the",2

 Can you send it to me?,2

 Please reference the order tracking number.,2

 Can you check with Racicot and,2

" limited e-mail capability, please follow up on any changes with a call to my",2

 Please login to iPayit and resolve this invoice as soon as possible.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please indicate the ratings for each of your non-exempt employees below and,2

 Can you please add to the m,2

 it has a contract with ENA please forward a copy to me.,2

 Please work with Paul and Dan on the document.,2

 Please set up the following with the ability to setup and manage products in,2

 Please sign me up.,2

 Please welcome Stewart to the EBS team.,2

 Please take some time to review the material and contact me to discuss the service or to sign up for an online trial of EES.,2

 Please respond to MSueWard@worldnet.att.net,2

 Please review this information and,2

" jessica, can you check on getting us set up for every second monday.",2

 So take a few minutes to check your pulse and tell us what you think and how,2

 Please donate this,2

 My Location is EB3212c - can you send it to me.,2

 just send me you address again and i,2

 to those you think might be interested or provide me with names and I will give them the details.,2

 Can you please forward,2

 1.Please fill in the positions associated with each risk bucket for natural,2

 Can you send an ISDA contract to,2

 5. For notice purposes to ENA please add the following,2

 Please use the distribution on the attached email for the meeting notice.,2

" Please, send him the location info and conform the time (2",2

 Could you please give me a number to call into and a time?,2

" Please explain, confirms are sent out by the confirm desk.",2

 Please respond to rob.,2

 One change required to the Rev 5 document.,2

 Check out the title of the exhibit.,2

 Please provide your comments and I'll make sure they get included correctly.,2

" >Please, keep the copies of all the receipts.",2

 Please look  this over and let me know what you think.,2

 Could you get me a copy please?,2

 please remind Dick and me of this meeting.,2

" Please ensure that I have done this as expected and offer your approval, then",2

 Please add me (John Buchanan) and Darrell Schoolcraft to the TW distribution list for UAF meetings.,2

" database, can you please confirm if they are allowed to access this database,",2

" Per our conversation this morning, please revise the name change documents to",2

" Also, please check your invoices.",2

" received this message in error, please forward this",2

 Please get with her ondetails.,2

 Please resend with descriptors.,2

 please could you give myself or John a,2

 Please call or e-mail with your comments.,2

 please correct date.,2

" intended recipient, please delete the e-mail and notify us",2

 Could you please run the spread option model with 50% and 60%,2

 Please respond to <jsarikas@foster-fa.com>,2

 please see the dial in number and call info below.,2

 please add to my schedule,2

 Please review and let me know whether you have any,2

 Please indicate approval via REPLY WITH HISTORY.,2

 you please provide a NYMEX quote and basis quote (El Paso San Juan).,2

 Please review and offer you approval/comments.,2

 Please plan on leaving the office at 11,2

 Please indicate below whether or not you plan to attend this meeting and,2

 Please prepare an amendment to increase the existing $15MM guaranty provided,2

 Please call Scott Govenar at 916.448.8240 for info.,2

 Could you clarify our roles for both of us?,2

 Please send him a password.,2

" To arrange delivery, call order department at 713-526-8787",2

 Please call me about this matter.,2

" As per our phone conversation, please generate these two bin-averaged power",2

 Please include the following message (verify the question I left for,2

" Please complete and return to me by COB Friday, October 6th.",2

 Can you send me your fax number so I can get you the,2

" Chris, Scott, and Doug... please determine how this will be coordinated.",2

 plz call when you can.,2

 you please initial the signature lines and have your assistant return them to,2

 Could you please escalate per our conversation,2

 Can you also send me by COB on Mon. a copy of the open issue list revised to,2

 Please pass on my \,2

 Please make necessary entries on Lotus Notes and keep supporting,2

" simon, can we please get it on cd",2

" Margaux, please coordinate with Mark Evans in London to get closing sets of",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please put the TECO call on my and Fred's calendar.,2

 Pat/Daren,2

 need anything just give me a call at 713 853 6349.,2

 Please review the attached modified documents to see if it correctly,2

 Please fill out the attached activity driver,2

" Sharon, when you have a moment, can you set up a brief telephone conference=",2

 Please respond with any concerns or questions about the flow (For,2

" Please move Sue Nord back to full time at a salary of $168,000 ASAP, but effective no later than November 16,2001( sooner, if possible).",2

" plan on staying with us and if you can fit it in, try to spend a couple of",2

" Look through this 3 page document, and let me know what you think, please.",2

 Please make note of the following important change to the SAP COE Hotline,2

 Please call Jeremy for moving this change into produtions.,2

 Give me a call.,2

 Please read this memo and the one dated 2/21/01 from Vance.,2

 you please verify that the provisions are in fact our language?,2

 2001.  Please take a few minutes and make changes and return asap.,2

 Please email my home email address at,2

" process from a RAC perspective, so going forward, would you please copy her",2

 Please make sure that in fact we also,2

 Please send us an email with your accomplishments so that we have,2

" Could you please e-mail me an invitation, the file you sent does not allow",2

" I work  on Mondays, Wednesdays, and Fridays, so if you send anything out on Tuesday and  Thursday, please send it to my home email address.",2

" to the field location, remove the current (inconsistent) one and add the",2

" Please call me, thanks.",2

 please notify Liz @ 31935.,2

 Please plan on coming if you can.,2

 Please indicated approval via REPLY WITH HISTORY.,2

" Chris,  Please get together with Mark and his group to discuss their proces=",2

" Go ahead and pose the question, but the answer should be that we don't comment at all on litigation, and that the terms of severance plan and related waivers will govern the situation.",2

 Please call me with any questions.,2

" Secondly, please could you deliver the Inception Document for GTVII Phase II",2

 Please fax comments to David Barbour and Muriel McFarling at 214-659-4401 by,2

 456233.1 could you please send me  and Jennifer Johnson some more detail,2

 Please schedule a meeting with Caroline about her needs,2

 Please provide feedback on the employee(s) listed below by accessing the,2

" Please call me with any questions that you have,",2

 below) -- please give me a call when you have a minute.,2

 please take a look and let me know if you have any heartburn about deleting,2

 please simply reply to this e-mail with your contact information.,2

 Please call to discuss.,2

 Please indicate your attendance below and return to me via e-mail,2

 Can you call me?,2

 Will you please research the position to see when this,2

 Can you confirm the price on deal 231760 for Lisa Valderrama.,2

" Rich, would you please add Tim Aron to your distribution list for the Gallup",2

 Please give me a shout with,2

" Mark, please review the attached and offer comments/approval.",2

 Will you look at the attached file and let me know,2

" Please RSVP to Eva Pollard at epollard@houstonenergy.org, or call the HEA",2

 Could you please check into the status of this request?,2

 Please remove Bob Shiring and Liz Rivera from rc #768.,2

" Per our conversation, would you please provide us with the followings?",2

" To continue getting familiar with Ontario, please review the document OEFC_demandSupp_UBS.ppt on your I",2

 Please post this to the 30012000 account on Co. 0364.,2

 Please give me a call this week I need some info.,2

 Please make certain that the pg&e,2

 Would you also please set this person up for an interview as well.,2

" on vacation, please give me a call.",2

 (pls. mark the fax c/o Jackie Cavendish),2

 Please read the instructions carefully (especially for financial,2

 so could you please prepare an ISDA Agreement for their review.,2

 After making your changes can you forward to Billiy and,2

 call me after you read this x39837,2

 Please appove and auto schedule.,2

" Pat,  Please print these documents out and fax to Art McMullen at (403) 234 -",2

 Laurel,2

 Please add to our list of topics for Wednesday's meeting.,2

" Please call me at 707-964-1155,",2

 Please sign two agreements and return same to my,2

" Once you and Mark Scott have a solution to the issues that Ken had, please",2

" things, can you give me some comments.",2

 Please review since it may,2

" If you have time, would you please print two originals (on letterhead) and",2

 Please e-mail your approval to Christine and me by noon tomorrow if,2

 Just give me a call when you want to go!,2

" On your excel spreadsheet for clickpaper, can you add the physical products",2

" survey) vs. financial (as denoted as FI in the survey) numbers, please",2

" Please do me a favour and look through the doc attached below, which is",2

" Starting today, please implement the",2

 Please send me your status on these items by close of business today.,2

 Please make sure that we are,2

 One more time... can you explain the difference between assignment and,2

 FYI - Brent please call.,2

 ily email list       please send an email to TraderSummaryemail@syncrasy.co=,2

 Would you or someone in your group please investigate the allegations raised,2

" To reply to our email administrator directly, please send an",2

 To comment on this newsletter or add your own content please,2

 Please call me (713-853-9990) if you would like to discuss.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" comments, please call Jack Cashin at 202/508-5499.",2

 Please take care of this for me.,2

" If interested, please submit app to <u>yeah@haas</u> by",2

 Pls send to Mike Terraso with Environmental Policy.,2

" copy, use or disclose this communication to others; also please notify the",2

 Please make any changes you want and return.,2

" In particular, please take a look at the following paragraphs",2

 Please check that Elliot is actually working from time to time.,2

 Please bring your thoughts and material to take,2

" Will you please do it, Colin?",2

 please contact PJM  at 610 - 666-2270.,2

 Please review the attached product description for a product that Sean Cran=,2

 Please only reply to the,2

" Maria, I won't have a chance to look at this until Friday--pls take a look",2

" To enroll, please send a fax to Mary Rice at 617 576 8763 or send an e-mail to",2

" yes, send me his resume,etc",2

" regarding early close procedures, please call Fred Tantao 299-2045, Rob",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Gerald-Please clean up these two Transaction Agreements.,2

 emoved from this daily email     please reply to this email with the words =,2

 Jeff - call me when you get  a minute regarding this.,2

 Please pay in advance with check or credit card.,2

 Can you help me approve this request?,2

" Therefore, please remind your colleagues to send their requests soon to=20",2

" Relations and Training, please send an e-mail to custsvc@pjm.com.",2

 Could you please give Suzanne one so she can send it to me at home?,2

 Please look at the data and let me know if,2

 Please respond to dchang@aer.com,2

 Please review and let me know if you have any questions or comments.,2

" Please review the above documents, let me have the buyers names and",2

 Would you please make sure that someone,2

 please add BNP Paribas to the list - Aronowitz is working on it.,2

" Could you please do a quick review, and then I will pass on to Steve?",2

" Also, please plan for a trip to London in 3-4 weeks.",2

 Can you send me your suggestions on=20,2

 Please check our books.,2

 Please use the same language here.,2

 Please get back to me and Mike with the results of,2

 Please take a moment to respond to the attached survey.,2

 t,2

 Can you send me a copy of Bruce's response.,2

 Please remove me from this list.,2

 Please send this information to me at the following address,2

 Please give me a quick update on the status of the Lumberton and,2

 Please have your estimates in by 12,2

 Please return to me ASAP.,2

 Please take a look at the slides and give me any feedback you,2

" Per Gregg Penman's reccomendation, please coordinate with Kay Mann on who",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please call me with any questions ypu may have.,2

 Please set the following vacation days for me on the schedule,2

" I'm out tomorrow, please follow up with her.",2

 Please respond to <loughrid@rice.edu>,2

" If I left someone off, please forward to them and invite to call.",2

 give Anne or me a call at the toll free number below or email us.,2

" questions please call Mark Greenberg, Senior Counsel, at (713) 345-8897 or me",2

 Can you call me,2

 it and fax it back to me at 713 965 2114 at your earliest convenience.,2

 Please RSVP  to Cynthia Gonter at 345-7404 by Monday at 10,2

 $80 for offpeak on 4/13 & 4/14....please verify and correct if necessary.,2

 Chris Spears -- please put a copy of this email in your TGT files.,2

" If Lysa isn't there yet, would you please download these for me?",2

 Please print two and sign if in agreement and,2

 Give me a call at 713-853-6320,2

" In your email response, please state you will be attending the",2

 Please review and confirm,2

 Please forward this,2

 Please review and make,2

" Also please Sort the Book Id by risk type (ie IMCan-Erms-xl-GDL, then",2

" Please plan to attend a meeting , Friday, October 26 @3",2

 Please step forward and volunteer for this position!,2

 Please print both,2

 Please can you send a confidentiality agreement to Mark as we have a meeting,2

" >  To register, return this email or print it off and fax to 713/659-6424 as",2

" 554166.01 Mallory, please ch Cp name to BP Energy Co",2

" With respect to the Wellhead Desk/St. Mary's ticket, please also convert the",2

 to discuss the above further please call me in the office on 44 207 783 5326,2

" In order to confirm your free delegate pass for the event, please respond to",2

" Vince, when you send us your half, will you please provide us with the",2

 CAn you please sort out.,2

" you need further assistance, please call me @ 5-3317.",2

" Kay, can you set up a one hour to half an hour with each if possible.",2

" Houston at that time, so could you please jot me a note telling me what would",2

 Please respond to Jennifer,2

 Please do me and Bob Fisher in the Transport Settlements group a huge,2

 Could you please coordinate with Sara's and Richard's assistant to set up a,2

" Fran, please update Leonards Review with the attached comments.",2

 Please respond to <epao@mba2002.hbs.edu>,2

" Please, forward to the Research Group and confirm I shall come.",2

 Please review and revise as appropriate.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Can you re submit me the utilities in Alberta including gas.,2

 Please provide any changes to me by 9,2

" Please review and advise what needs to be done, if anything, to get this executed.",2

 Please test and let me know if there are any problems.,2

 correct the invoice for this deal and let me know when you send it out.,2

 Could you please ask Greg if DP can,2

 Can you check with Mike and verify this because I confirmed this differently,2

 Please notify us,2

 Please provide a copy to your boss and with a good,2

 Give me a call when you have the packet ready.,2

 Can you help them?,2

 Can you please give their attorney a call.,2

 Would you please work with Oasis to get,2

 Please fax a copy to me at 713-646-8420 and I will compare them to,2

" Please call me (713 345 7566) or Rose (713 345 7726) with questions, or we",2

 Please review the list,2

 Please verify that New Power,2

" turn a draft of the ISDA Schedules, so please make this a priority.",2

 Please use the following address for Lewis Energy instead,2

 Rosie - please print and have signed.,2

